"Country.Name","Indicator.Name","group","year","value"
"India","FDI, net inflows (% of GDP)","economy",2005,0.8861
"India","GDP growth (annual %)","economy",2005,7.9234
"India","Government final consumption (%)","governance",2005,10.3661
"India","Gross domestic savings (% of GDP)","economy",2005,32.2551
"India","Inflation (annual %)","economy",2005,4.2463
"India","Labor force participation rate (%)","economy",2005,60.42
"India","Life expectancy at brith (years)","health & well-being",2005,64.5
"India","Market cap of domestic companies (%)","economy",2005,76.1523
"India","Mortality rate under-5 (x/1000)","health & well-being",2005,74.5
"India","Real interest rate (%)","economy",2005,4.8551
"India","Suicide mortality rate (x/100,000)","health & well-being",2005,15.5
"India","Tax revenue (%)","governance",2005,10.0809
"India","Total reserves (% of external debt)","governance",2005,113.7211
"India","Unemployment total (%)","economy",2005,5.65
"India","Unemployment youth total (%)","economy",2005,18.3
"India","Vulnerable employment (%))","economy",2005,82.97
"South Africa","Adolescent fertility rate (x/1000)","health & well-being",2005,66.6552
"South Africa","Consumer price index (2010 = 100)","economy",2005,74.2568
"South Africa","Health expenditure (% of GDP)","health & well-being",2005,6.7058
"South Africa","Death rate (x/1000)","health & well-being",2005,13.994
"South Africa","Exports as a capacity to import","economy",2005,614169866376.071
"South Africa","Final consumption expenditure (% of GDP)","economy",2005,81.45
"South Africa","FDI, net inflows (% of GDP)","economy",2005,2.5302
"South Africa","GDP growth (annual %)","economy",2005,5.2771
"South Africa","Government final consumption (%)","governance",2005,19.4782
"South Africa","Gross domestic savings (% of GDP)","economy",2005,18.55
"South Africa","Inflation (annual %)","economy",2005,2.0629
"South Africa","Labor force participation rate (%)","economy",2005,58.51
"South Africa","Life expectancy at brith (years)","health & well-being",2005,53.447
"South Africa","Market cap of domestic companies (%)","economy",2005,213.0987
"South Africa","Mortality rate under-5 (x/1000)","health & well-being",2005,79.1
"South Africa","Real interest rate (%)","economy",2005,4.9084
"South Africa","Suicide mortality rate (x/100,000)","health & well-being",2005,24.4
"South Africa","Tax revenue (%)","governance",2005,25.7433
"South Africa","Total reserves (% of external debt)","governance",2005,48.7025
"South Africa","Unemployment total (%)","economy",2005,29.12
"South Africa","Unemployment youth total (%)","economy",2005,55.77
"South Africa","Vulnerable employment (%))","economy",2005,11.39
"United States","Adolescent fertility rate (x/1000)","health & well-being",2005,40.8214
"United States","Consumer price index (2010 = 100)","economy",2005,89.5605
"United States","Health expenditure (% of GDP)","health & well-being",2005,14.6057
"United States","Death rate (x/1000)","health & well-being",2005,8.3
"United States","Exports as a capacity to import","economy",2005,1407005962009.38
"United States","Final consumption expenditure (% of GDP)","economy",2005,82.1517
"United States","FDI, net inflows (% of GDP)","economy",2005,1.0919
"United States","GDP growth (annual %)","economy",2005,3.5132
"United States","Government final consumption (%)","governance",2005,15.0553
"United States","Gini index","inequality",2005,41
"United States","Gross domestic savings (% of GDP)","economy",2005,17.8483
"United States","Income share of top 20%","inequality",2005,46.5
"United States","Income share of bottom 20%","inequality",2005,5.3
"United States","Inflation (annual %)","economy",2005,3.3927
"United States","Labor force participation rate (%)","economy",2005,74.26
"United States","Life expectancy at brith (years)","health & well-being",2005,77.4878
"United States","Market cap of domestic companies (%)","economy",2005,130.4083
"United States","Mortality rate under-5 (x/1000)","health & well-being",2005,8
"United States","Real interest rate (%)","economy",2005,2.9814
"United States","Suicide mortality rate (x/100,000)","health & well-being",2005,11.9
"United States","Tax revenue (%)","governance",2005,10.6838
"United States","Unemployment total (%)","economy",2005,5.08
"United States","Unemployment youth total (%)","economy",2005,11.17
"United States","Vulnerable employment (%))","economy",2005,4.56
"Germany","Adolescent fertility rate (x/1000)","health & well-being",2006,10.2908
"Germany","Consumer price index (2010 = 100)","economy",2006,93.9162
"Germany","Health expenditure (% of GDP)","health & well-being",2006,10.1796
"Germany","Death rate (x/1000)","health & well-being",2006,10
"Germany","Exports as a capacity to import","economy",2006,1019233276941.85
"Germany","Final consumption expenditure (% of GDP)","economy",2006,74.0132
"Germany","FDI, net inflows (% of GDP)","economy",2006,2.9224
"Germany","GDP growth (annual %)","economy",2006,3.8164
"Germany","Government final consumption (%)","governance",2006,18.3278
"Germany","Gini index","inequality",2006,31.3
"Germany","Gross domestic savings (% of GDP)","economy",2006,25.9868
"Germany","Income share of top 20%","inequality",2006,39.8
"Germany","Income share of bottom 20%","inequality",2006,8.3
"Germany","Inflation (annual %)","economy",2006,1.5774
"Germany","Labor force participation rate (%)","economy",2006,74.95
"Germany","Life expectancy at brith (years)","health & well-being",2006,79.1317
"Germany","Market cap of domestic companies (%)","economy",2006,54.7293
"Germany","Mortality rate under-5 (x/1000)","health & well-being",2006,4.6
"Germany","Suicide mortality rate (x/100,000)","health & well-being",2006,12.8
"Germany","Tax revenue (%)","governance",2006,10.8516
"Germany","Unemployment total (%)","economy",2006,10.25
"Germany","Unemployment youth total (%)","economy",2006,13.76
"Germany","Vulnerable employment (%))","economy",2006,7.26
"India","Adolescent fertility rate (x/1000)","health & well-being",2006,47.679
"India","Consumer price index (2010 = 100)","economy",2006,69.8721
"India","Health expenditure (% of GDP)","health & well-being",2006,3.6348
"India","Death rate (x/1000)","health & well-being",2006,7.958
"India","Exports as a capacity to import","economy",2006,12824983691952.9
"India","Final consumption expenditure (% of GDP)","economy",2006,65.9124
"India","FDI, net inflows (% of GDP)","economy",2006,2.1302
"India","GDP growth (annual %)","economy",2006,8.0607
"India","Government final consumption (%)","governance",2006,9.8025
"India","Gross domestic savings (% of GDP)","economy",2006,34.0876
"India","Inflation (annual %)","economy",2006,5.7965
"India","Labor force participation rate (%)","economy",2006,59.57
"India","Life expectancy at brith (years)","health & well-being",2006,64.918
"India","Market cap of domestic companies (%)","economy",2006,95.2152
"India","Mortality rate under-5 (x/1000)","health & well-being",2006,71.2
"India","Real interest rate (%)","economy",2006,2.5706
"India","Suicide mortality rate (x/100,000)","health & well-being",2006,15.6
"India","Tax revenue (%)","governance",2006,11.1293
"India","Total reserves (% of external debt)","governance",2006,111.6121
"India","Unemployment total (%)","economy",2006,5.52
"India","Unemployment youth total (%)","economy",2006,18.33
"India","Vulnerable employment (%))","economy",2006,82.78
"South Africa","Adolescent fertility rate (x/1000)","health & well-being",2006,66.9566
"South Africa","Consumer price index (2010 = 100)","economy",2006,76.6656
"South Africa","Health expenditure (% of GDP)","health & well-being",2006,6.5871
"South Africa","Death rate (x/1000)","health & well-being",2006,13.897
"South Africa","Exports as a capacity to import","economy",2006,692440214801.254
"South Africa","Final consumption expenditure (% of GDP)","economy",2006,80.0061
"South Africa","FDI, net inflows (% of GDP)","economy",2006,0.2295
"South Africa","GDP growth (annual %)","economy",2006,5.6038
"South Africa","Government final consumption (%)","governance",2006,18.1535
"South Africa","Gross domestic savings (% of GDP)","economy",2006,19.9939
"South Africa","Inflation (annual %)","economy",2006,3.2439
"South Africa","Labor force participation rate (%)","economy",2006,58.6
"South Africa","Life expectancy at brith (years)","health & well-being",2006,53.795
"South Africa","Market cap of domestic companies (%)","economy",2006,261.8305
"South Africa","Mortality rate under-5 (x/1000)","health & well-being",2006,79.4
"South Africa","Real interest rate (%)","economy",2006,4.6223
"South Africa","Suicide mortality rate (x/100,000)","health & well-being",2006,23.6
"South Africa","Tax revenue (%)","governance",2006,27.2699
"South Africa","Total reserves (% of external debt)","governance",2006,45.2152
"South Africa","Unemployment total (%)","economy",2006,28.34
"South Africa","Unemployment youth total (%)","economy",2006,54.41
"South Africa","Vulnerable employment (%))","economy",2006,11.31
"United States","Adolescent fertility rate (x/1000)","health & well-being",2006,40.2012
"United States","Consumer price index (2010 = 100)","economy",2006,92.4497
"United States","Health expenditure (% of GDP)","health & well-being",2006,14.7022
"United States","Death rate (x/1000)","health & well-being",2006,8.1
"United States","Exports as a capacity to import","economy",2006,1528893562369.83
"United States","Final consumption expenditure (% of GDP)","economy",2006,82.0413
"United States","FDI, net inflows (% of GDP)","economy",2006,2.1605
"United States","GDP growth (annual %)","economy",2006,2.855
"United States","Government final consumption (%)","governance",2006,15.0083
"United States","Gini index","inequality",2006,41.4
"United States","Gross domestic savings (% of GDP)","economy",2006,17.9587
"United States","Income share of top 20%","inequality",2006,46.9
"United States","Income share of bottom 20%","inequality",2006,5.2
"United States","Inflation (annual %)","economy",2006,3.2259
"United States","Labor force participation rate (%)","economy",2006,74.37
"United States","Life expectancy at brith (years)","health & well-being",2006,77.6878
"United States","Market cap of domestic companies (%)","economy",2006,141.6542
"United States","Mortality rate under-5 (x/1000)","health & well-being",2006,7.9
"United States","Real interest rate (%)","economy",2006,4.7864
"United States","Suicide mortality rate (x/100,000)","health & well-being",2006,12.1
"United States","Tax revenue (%)","governance",2006,11.3113
"United States","Unemployment total (%)","economy",2006,4.62
"United States","Unemployment youth total (%)","economy",2006,10.36
"United States","Vulnerable employment (%))","economy",2006,4.52
"Germany","Adolescent fertility rate (x/1000)","health & well-being",2007,9.771
"Germany","Consumer price index (2010 = 100)","economy",2007,96.0747
"Germany","Health expenditure (% of GDP)","health & well-being",2007,10.051
"Germany","Death rate (x/1000)","health & well-being",2007,10.1
"Germany","Exports as a capacity to import","economy",2007,1115294592853.06
"Germany","Final consumption expenditure (% of GDP)","economy",2007,71.849
"Germany","FDI, net inflows (% of GDP)","economy",2007,1.4862
"Germany","GDP growth (annual %)","economy",2007,2.9765
"Germany","Government final consumption (%)","governance",2007,17.8551
"Germany","Gini index","inequality",2007,31.3
"Germany","Gross domestic savings (% of GDP)","economy",2007,28.151
"Germany","Income share of top 20%","inequality",2007,39.9
"Germany","Income share of bottom 20%","inequality",2007,8.3
"Germany","Inflation (annual %)","economy",2007,2.2983
"Germany","Labor force participation rate (%)","economy",2007,75.68
"Germany","Life expectancy at brith (years)","health & well-being",2007,79.5341
"Germany","Market cap of domestic companies (%)","economy",2007,61.5334
"Germany","Mortality rate under-5 (x/1000)","health & well-being",2007,4.5
"Germany","Suicide mortality rate (x/100,000)","health & well-being",2007,12.4
"Germany","Tax revenue (%)","governance",2007,11.334
"Germany","Unemployment total (%)","economy",2007,8.66
"Germany","Unemployment youth total (%)","economy",2007,11.9
"Germany","Vulnerable employment (%))","economy",2007,7.15
"India","Adolescent fertility rate (x/1000)","health & well-being",2007,44.559
"India","Consumer price index (2010 = 100)","economy",2007,74.325
"India","Health expenditure (% of GDP)","health & well-being",2007,3.5175
"India","Death rate (x/1000)","health & well-being",2007,7.839
"India","Exports as a capacity to import","economy",2007,13552515362475.1
"India","Final consumption expenditure (% of GDP)","economy",2007,65.6226
"India","FDI, net inflows (% of GDP)","economy",2007,2.0734
"India","GDP growth (annual %)","economy",2007,7.6608
"India","Government final consumption (%)","governance",2007,9.8621
"India","Gross domestic savings (% of GDP)","economy",2007,34.3774
"India","Inflation (annual %)","economy",2007,6.3729
"India","Labor force participation rate (%)","economy",2007,58.73
"India","Life expectancy at brith (years)","health & well-being",2007,65.35
"India","Market cap of domestic companies (%)","economy",2007,161.2396
"India","Mortality rate under-5 (x/1000)","health & well-being",2007,67.9
"India","Real interest rate (%)","economy",2007,5.6818
"India","Suicide mortality rate (x/100,000)","health & well-being",2007,15.3
"India","Tax revenue (%)","governance",2007,12.1083
"India","Total reserves (% of external debt)","governance",2007,135.5393
"India","Unemployment total (%)","economy",2007,5.41
"India","Unemployment youth total (%)","economy",2007,18.42
"India","Vulnerable employment (%))","economy",2007,82.56
"South Africa","Adolescent fertility rate (x/1000)","health & well-being",2007,67.258
"South Africa","Consumer price index (2010 = 100)","economy",2007,81.4018
"South Africa","Health expenditure (% of GDP)","health & well-being",2007,6.4313
"South Africa","Death rate (x/1000)","health & well-being",2007,13.624
"South Africa","Exports as a capacity to import","economy",2007,769091618895.481
"South Africa","Final consumption expenditure (% of GDP)","economy",2007,79.2975
"South Africa","FDI, net inflows (% of GDP)","economy",2007,2.1999
"South Africa","GDP growth (annual %)","economy",2007,5.3605
"South Africa","Government final consumption (%)","governance",2007,17.814
"South Africa","Gross domestic savings (% of GDP)","economy",2007,20.7025
"South Africa","Inflation (annual %)","economy",2007,6.1778
"South Africa","Labor force participation rate (%)","economy",2007,58.76
"South Africa","Life expectancy at brith (years)","health & well-being",2007,54.452
"South Africa","Market cap of domestic companies (%)","economy",2007,276.6007
"South Africa","Mortality rate under-5 (x/1000)","health & well-being",2007,75.3
"South Africa","Real interest rate (%)","economy",2007,3.9663
"South Africa","Suicide mortality rate (x/100,000)","health & well-being",2007,24.6
"South Africa","Tax revenue (%)","governance",2007,27.596
"South Africa","Total reserves (% of external debt)","governance",2007,46.7474
"South Africa","Unemployment total (%)","economy",2007,26.54
"South Africa","Unemployment youth total (%)","economy",2007,52.4
"South Africa","Vulnerable employment (%))","economy",2007,10.29
"United States","Adolescent fertility rate (x/1000)","health & well-being",2007,39.581
"United States","Consumer price index (2010 = 100)","economy",2007,95.087
"United States","Health expenditure (% of GDP)","health & well-being",2007,14.9186
"United States","Death rate (x/1000)","health & well-being",2007,8
"United States","Exports as a capacity to import","economy",2007,1666564619773.1
"United States","Final consumption expenditure (% of GDP)","economy",2007,82.3787
"United States","FDI, net inflows (% of GDP)","economy",2007,2.3984
"United States","GDP growth (annual %)","economy",2007,1.8762
"United States","Government final consumption (%)","governance",2007,15.2148
"United States","Gini index","inequality",2007,40.8
"United States","Gross domestic savings (% of GDP)","economy",2007,17.6213
"United States","Income share of top 20%","inequality",2007,46.3
"United States","Income share of bottom 20%","inequality",2007,5.2
"United States","Inflation (annual %)","economy",2007,2.8527
"United States","Labor force participation rate (%)","economy",2007,74.11
"United States","Life expectancy at brith (years)","health & well-being",2007,77.9878
"United States","Market cap of domestic companies (%)","economy",2007,137.8527
"United States","Mortality rate under-5 (x/1000)","health & well-being",2007,7.7
"United States","Real interest rate (%)","economy",2007,5.2234
"United States","Suicide mortality rate (x/100,000)","health & well-being",2007,12.4
"United States","Tax revenue (%)","governance",2007,11.3074
"United States","Unemployment total (%)","economy",2007,4.62
"United States","Unemployment youth total (%)","economy",2007,10.4
"United States","Vulnerable employment (%))","economy",2007,4.43
"Germany","Adolescent fertility rate (x/1000)","health & well-being",2008,9.4294
"Germany","Consumer price index (2010 = 100)","economy",2008,98.5999
"Germany","Health expenditure (% of GDP)","health & well-being",2008,10.251
"Germany","Death rate (x/1000)","health & well-being",2008,10.3
"Germany","Exports as a capacity to import","economy",2008,1117618162434.34
"Germany","Final consumption expenditure (% of GDP)","economy",2008,72.4802
"Germany","FDI, net inflows (% of GDP)","economy",2008,0.8299
"Germany","GDP growth (annual %)","economy",2008,0.9599
"Germany","Government final consumption (%)","governance",2008,18.2556
"Germany","Gini index","inequality",2008,31.1
"Germany","Gross domestic savings (% of GDP)","economy",2008,27.5198
"Germany","Income share of top 20%","inequality",2008,39.6
"Germany","Income share of bottom 20%","inequality",2008,8.4
"Germany","Inflation (annual %)","economy",2008,2.6284
"Germany","Labor force participation rate (%)","economy",2008,75.94
"Germany","Life expectancy at brith (years)","health & well-being",2008,79.7366
"Germany","Market cap of domestic companies (%)","economy",2008,29.774
"Germany","Mortality rate under-5 (x/1000)","health & well-being",2008,4.4
"Germany","Suicide mortality rate (x/100,000)","health & well-being",2008,12.5
"Germany","Tax revenue (%)","governance",2008,11.4723
"Germany","Unemployment total (%)","economy",2008,7.53
"Germany","Unemployment youth total (%)","economy",2008,10.56
"Germany","Vulnerable employment (%))","economy",2008,6.89
"India","Adolescent fertility rate (x/1000)","health & well-being",2008,41.2576
"India","Consumer price index (2010 = 100)","economy",2008,80.5306
"India","Health expenditure (% of GDP)","health & well-being",2008,3.5147
"India","Death rate (x/1000)","health & well-being",2008,7.72
"India","Exports as a capacity to import","economy",2008,16346157153792.5
"India","Final consumption expenditure (% of GDP)","economy",2008,67.2153
"India","FDI, net inflows (% of GDP)","economy",2008,3.6205
"India","GDP growth (annual %)","economy",2008,3.0867
"India","Government final consumption (%)","governance",2008,10.5385
"India","Gross domestic savings (% of GDP)","economy",2008,32.7847
"India","Inflation (annual %)","economy",2008,8.3493
"India","Labor force participation rate (%)","economy",2008,57.93
"India","Life expectancy at brith (years)","health & well-being",2008,65.794
"India","Market cap of domestic companies (%)","economy",2008,66.0031
"India","Mortality rate under-5 (x/1000)","health & well-being",2008,64.7
"India","Real interest rate (%)","economy",2008,3.7718
"India","Suicide mortality rate (x/100,000)","health & well-being",2008,15.1
"India","Tax revenue (%)","governance",2008,10.9772
"India","Total reserves (% of external debt)","governance",2008,113.3463
"India","Unemployment total (%)","economy",2008,5.36
"India","Unemployment youth total (%)","economy",2008,18.62
"India","Vulnerable employment (%))","economy",2008,82.52
"South Africa","Adolescent fertility rate (x/1000)","health & well-being",2008,68.2016
"South Africa","Consumer price index (2010 = 100)","economy",2008,89.587
"South Africa","Health expenditure (% of GDP)","health & well-being",2008,6.5458
"South Africa","Death rate (x/1000)","health & well-being",2008,13.206
"South Africa","Exports as a capacity to import","economy",2008,788688467992.506
"South Africa","Final consumption expenditure (% of GDP)","economy",2008,78.673
"South Africa","FDI, net inflows (% of GDP)","economy",2008,3.447
"South Africa","GDP growth (annual %)","economy",2008,3.191
"South Africa","Government final consumption (%)","governance",2008,18.6579
"South Africa","Gross domestic savings (% of GDP)","economy",2008,21.327
"South Africa","Inflation (annual %)","economy",2008,10.0553
"South Africa","Labor force participation rate (%)","economy",2008,59.01
"South Africa","Life expectancy at brith (years)","health & well-being",2008,55.36
"South Africa","Market cap of domestic companies (%)","economy",2008,168.3231
"South Africa","Mortality rate under-5 (x/1000)","health & well-being",2008,68.7
"South Africa","Real interest rate (%)","economy",2008,5.7828
"South Africa","Suicide mortality rate (x/100,000)","health & well-being",2008,26.7
"South Africa","Tax revenue (%)","governance",2008,26.8132
"South Africa","Total reserves (% of external debt)","governance",2008,47.3323
"South Africa","Unemployment total (%)","economy",2008,22.41
"South Africa","Unemployment youth total (%)","economy",2008,44.81
"South Africa","Vulnerable employment (%))","economy",2008,10.2
"United States","Adolescent fertility rate (x/1000)","health & well-being",2008,37.2522
"United States","Consumer price index (2010 = 100)","economy",2008,98.7375
"United States","Health expenditure (% of GDP)","health & well-being",2008,15.2863
"United States","Death rate (x/1000)","health & well-being",2008,8.1
"United States","Exports as a capacity to import","economy",2008,1674998913143.81
"United States","Final consumption expenditure (% of GDP)","economy",2008,83.7957
"United States","FDI, net inflows (% of GDP)","economy",2008,2.3183
"United States","GDP growth (annual %)","economy",2008,-0.1366
"United States","Government final consumption (%)","governance",2008,15.9887
"United States","Gini index","inequality",2008,40.8
"United States","Gross domestic savings (% of GDP)","economy",2008,16.2043
"United States","Income share of top 20%","inequality",2008,46.2
"United States","Income share of bottom 20%","inequality",2008,5.2
"United States","Inflation (annual %)","economy",2008,3.8391
"United States","Labor force participation rate (%)","economy",2008,74.04
"United States","Life expectancy at brith (years)","health & well-being",2008,78.039
"United States","Market cap of domestic companies (%)","economy",2008,78.7766
"United States","Mortality rate under-5 (x/1000)","health & well-being",2008,7.6
"United States","Real interest rate (%)","economy",2008,3.0824
"United States","Suicide mortality rate (x/100,000)","health & well-being",2008,12.7
"United States","Tax revenue (%)","governance",2008,10.316
"United States","Unemployment total (%)","economy",2008,5.78
"United States","Unemployment youth total (%)","economy",2008,12.68
"United States","Vulnerable employment (%))","economy",2008,4.32
"Germany","Adolescent fertility rate (x/1000)","health & well-being",2009,9.0878
"Germany","Consumer price index (2010 = 100)","economy",2009,98.9082
"Germany","Health expenditure (% of GDP)","health & well-being",2009,11.2376
"Germany","Death rate (x/1000)","health & well-being",2009,10.4
"Germany","Exports as a capacity to import","economy",2009,1000915446454.35
"Germany","Final consumption expenditure (% of GDP)","economy",2009,76.4324
"Germany","FDI, net inflows (% of GDP)","economy",2009,1.6688
"Germany","GDP growth (annual %)","economy",2009,-5.6938
"Germany","Government final consumption (%)","governance",2009,19.9917
"Germany","Gini index","inequality",2009,30.5
"Germany","Gross domestic savings (% of GDP)","economy",2009,23.5676
"Germany","Income share of top 20%","inequality",2009,39
"Germany","Income share of bottom 20%","inequality",2009,8.3
"Germany","Inflation (annual %)","economy",2009,0.3127
"Germany","Labor force participation rate (%)","economy",2009,76.37
"Germany","Life expectancy at brith (years)","health & well-being",2009,79.8366
"Germany","Market cap of domestic companies (%)","economy",2009,38.0352
"Germany","Mortality rate under-5 (x/1000)","health & well-being",2009,4.3
"Germany","Suicide mortality rate (x/100,000)","health & well-being",2009,12.8
"Germany","Tax revenue (%)","governance",2009,11.6149
"Germany","Unemployment total (%)","economy",2009,7.74
"Germany","Unemployment youth total (%)","economy",2009,11.22
"Germany","Vulnerable employment (%))","economy",2009,6.76
"India","Adolescent fertility rate (x/1000)","health & well-being",2009,37.9562
"India","Consumer price index (2010 = 100)","economy",2009,89.2942
"India","Health expenditure (% of GDP)","health & well-being",2009,3.4854
"India","Death rate (x/1000)","health & well-being",2009,7.602
"India","Exports as a capacity to import","economy",2009,15354717401602.4
"India","Final consumption expenditure (% of GDP)","economy",2009,67.4196
"India","FDI, net inflows (% of GDP)","economy",2009,2.6516
"India","GDP growth (annual %)","economy",2009,7.8619
"India","Government final consumption (%)","governance",2009,11.4597
"India","Gross domestic savings (% of GDP)","economy",2009,32.5804
"India","Inflation (annual %)","economy",2009,10.8824
"India","Labor force participation rate (%)","economy",2009,57.14
"India","Life expectancy at brith (years)","health & well-being",2009,66.244
"India","Market cap of domestic companies (%)","economy",2009,101.8946
"India","Mortality rate under-5 (x/1000)","health & well-being",2009,61.4
"India","Real interest rate (%)","economy",2009,4.8086
"India","Suicide mortality rate (x/100,000)","health & well-being",2009,14.5
"India","Tax revenue (%)","governance",2009,9.8097
"India","Total reserves (% of external debt)","governance",2009,111.0688
"India","Unemployment total (%)","economy",2009,5.61
"India","Unemployment youth total (%)","economy",2009,19.74
"India","Vulnerable employment (%))","economy",2009,82.32
"South Africa","Adolescent fertility rate (x/1000)","health & well-being",2009,69.1452
"South Africa","Consumer price index (2010 = 100)","economy",2009,96.0951
"South Africa","Health expenditure (% of GDP)","health & well-being",2009,7.1146
"South Africa","Death rate (x/1000)","health & well-being",2009,12.677
"South Africa","Exports as a capacity to import","economy",2009,688958455864.338
"South Africa","Final consumption expenditure (% of GDP)","economy",2009,79.3725
"South Africa","FDI, net inflows (% of GDP)","economy",2009,2.5764
"South Africa","GDP growth (annual %)","economy",2009,-1.5381
"South Africa","Government final consumption (%)","governance",2009,19.8645
"South Africa","Gross domestic savings (% of GDP)","economy",2009,20.6275
"South Africa","Inflation (annual %)","economy",2009,7.2646
"South Africa","Labor force participation rate (%)","economy",2009,57.38
"South Africa","Life expectancy at brith (years)","health & well-being",2009,56.46
"South Africa","Market cap of domestic companies (%)","economy",2009,269.9984
"South Africa","Mortality rate under-5 (x/1000)","health & well-being",2009,59.8
"South Africa","Real interest rate (%)","economy",2009,3.9104
"South Africa","Suicide mortality rate (x/100,000)","health & well-being",2009,26.7
"South Africa","Tax revenue (%)","governance",2009,24.3968
"South Africa","Total reserves (% of external debt)","governance",2009,49.5249
"South Africa","Unemployment total (%)","economy",2009,23.52
"South Africa","Unemployment youth total (%)","economy",2009,47.59
"South Africa","Vulnerable employment (%))","economy",2009,10.09
"United States","Adolescent fertility rate (x/1000)","health & well-being",2009,34.9234
"United States","Consumer price index (2010 = 100)","economy",2009,98.3864
"United States","Health expenditure (% of GDP)","health & well-being",2009,16.2837
"United States","Death rate (x/1000)","health & well-being",2009,7.9
"United States","Exports as a capacity to import","economy",2009,1622332150285.63
"United States","Final consumption expenditure (% of GDP)","economy",2009,84.9392
"United States","FDI, net inflows (% of GDP)","economy",2009,1.1148
"United States","GDP growth (annual %)","economy",2009,-2.5368
"United States","Government final consumption (%)","governance",2009,16.822
"United States","Gini index","inequality",2009,40.6
"United States","Gross domestic savings (% of GDP)","economy",2009,15.0608
"United States","Income share of top 20%","inequality",2009,46.2
"United States","Income share of bottom 20%","inequality",2009,5.4
"United States","Inflation (annual %)","economy",2009,-0.3555
"United States","Labor force participation rate (%)","economy",2009,73.3
"United States","Life expectancy at brith (years)","health & well-being",2009,78.3902
"United States","Market cap of domestic companies (%)","economy",2009,104.3488
"United States","Mortality rate under-5 (x/1000)","health & well-being",2009,7.5
"United States","Real interest rate (%)","economy",2009,2.4688
"United States","Suicide mortality rate (x/100,000)","health & well-being",2009,12.8
"United States","Tax revenue (%)","governance",2009,7.9195
"United States","Unemployment total (%)","economy",2009,9.25
"United States","Unemployment youth total (%)","economy",2009,17.44
"United States","Vulnerable employment (%))","economy",2009,4.4
"Germany","Adolescent fertility rate (x/1000)","health & well-being",2010,8.7462
"Germany","Consumer price index (2010 = 100)","economy",2010,100
"Germany","Health expenditure (% of GDP)","health & well-being",2010,11.0969
"Germany","Death rate (x/1000)","health & well-being",2010,10.5
"Germany","Exports as a capacity to import","economy",2010,1119622118732.8
"Germany","Final consumption expenditure (% of GDP)","economy",2010,74.6719
"Germany","FDI, net inflows (% of GDP)","economy",2010,2.5332
"Germany","GDP growth (annual %)","economy",2010,4.1799
"Germany","Government final consumption (%)","governance",2010,19.5632
"Germany","Gini index","inequality",2010,30.2
"Germany","Gross domestic savings (% of GDP)","economy",2010,25.3281
"Germany","Income share of top 20%","inequality",2010,38.8
"Germany","Income share of bottom 20%","inequality",2010,8.4
"Germany","Inflation (annual %)","economy",2010,1.1038
"Germany","Labor force participation rate (%)","economy",2010,76.73
"Germany","Life expectancy at brith (years)","health & well-being",2010,79.9878
"Germany","Market cap of domestic companies (%)","economy",2010,42.0957
"Germany","Mortality rate under-5 (x/1000)","health & well-being",2010,4.2
"Germany","Suicide mortality rate (x/100,000)","health & well-being",2010,13.2
"Germany","Tax revenue (%)","governance",2010,11.1903
"Germany","Unemployment total (%)","economy",2010,6.97
"Germany","Unemployment youth total (%)","economy",2010,9.83
"Germany","Vulnerable employment (%))","economy",2010,6.71
"India","Adolescent fertility rate (x/1000)","health & well-being",2010,34.6548
"India","Consumer price index (2010 = 100)","economy",2010,100
"India","Health expenditure (% of GDP)","health & well-being",2010,3.2721
"India","Death rate (x/1000)","health & well-being",2010,7.492
"India","Exports as a capacity to import","economy",2010,18812319619117
"India","Final consumption expenditure (% of GDP)","economy",2010,65.7325
"India","FDI, net inflows (% of GDP)","economy",2010,1.635
"India","GDP growth (annual %)","economy",2010,8.4976
"India","Government final consumption (%)","governance",2010,11.0076
"India","Gross domestic savings (% of GDP)","economy",2010,34.2675
"India","Inflation (annual %)","economy",2010,11.9894
"India","Labor force participation rate (%)","economy",2010,56.37
"India","Life expectancy at brith (years)","health & well-being",2010,66.693
"India","Market cap of domestic companies (%)","economy",2010,105.183
"India","Mortality rate under-5 (x/1000)","health & well-being",2010,58.2
"India","Real interest rate (%)","economy",2010,-1.9839
"India","Suicide mortality rate (x/100,000)","health & well-being",2010,14.6
"India","Tax revenue (%)","governance",2010,10.388
"India","Total reserves (% of external debt)","governance",2010,103.4613
"India","Unemployment total (%)","economy",2010,5.65
"India","Unemployment youth total (%)","economy",2010,20.4
"India","Vulnerable employment (%))","economy",2010,82.11
"South Africa","Adolescent fertility rate (x/1000)","health & well-being",2010,70.0888
"South Africa","Consumer price index (2010 = 100)","economy",2010,100
"South Africa","Health expenditure (% of GDP)","health & well-being",2010,7.4154
"South Africa","Death rate (x/1000)","health & well-being",2010,12.085
"South Africa","Exports as a capacity to import","economy",2010,7.86349e+11
"South Africa","Final consumption expenditure (% of GDP)","economy",2010,79.2482
"South Africa","FDI, net inflows (% of GDP)","economy",2010,0.984
"South Africa","GDP growth (annual %)","economy",2010,3.0397
"South Africa","Government final consumption (%)","governance",2010,20.2296
"South Africa","Gross domestic savings (% of GDP)","economy",2010,20.7518
"South Africa","Inflation (annual %)","economy",2010,4.0635
"South Africa","Labor force participation rate (%)","economy",2010,55.8
"South Africa","Life expectancy at brith (years)","health & well-being",2010,57.669
"South Africa","Market cap of domestic companies (%)","economy",2010,246.4389
